,일시,평균기온,최대풍속,평균풍속
2801,2018-04-02,18.6,8.6,4.3
2802,2018-04-03,13.8,10.3,4.7
2803,2018-04-04,4.6,11.2,6.7
2804,2018-04-05,4.7,6.5,4.3
2805,2018-04-06,5.9,14.0,4.0
2806,2018-04-07,3.0,11.5,3.6
2807,2018-04-08,5.8,7.8,3.6
2808,2018-04-09,8.2,6.8,2.6
2809,2018-04-10,11.5,11.5,5.4
2810,2018-04-11,14.8,10.6,5.9
2811,2018-04-12,13.0,9.2,5.5
2812,2018-04-13,9.4,6.0,3.1
2813,2018-04-14,7.9,7.4,3.3
2814,2018-04-15,9.6,9.6,3.8
2815,2018-04-16,9.3,7.6,3.8
2816,2018-04-17,10.7,6.3,2.7
2817,2018-04-18,14.8,8.5,3.9
2818,2018-04-19,17.2,8.2,3.9
2819,2018-04-20,19.1,9.1,3.4
2820,2018-04-21,20.8,9.6,5.9
2821,2018-04-22,15.5,13.6,5.1
2822,2018-04-23,9.1,11.9,8.9
2823,2018-04-24,8.2,14.1,10.2
2824,2018-04-25,10.7,9.7,4.4
2825,2018-04-26,12.6,7.8,5.3
2826,2018-04-27,12.3,15.5,4.4
2827,2018-04-28,15.3,10.1,5.8
2828,2018-04-29,17.3,10.8,5.8
2829,2018-04-30,18.1,9.7,3.6
2830,2018-05-01,14.8,6.6,2.7
2831,2018-05-02,12.5,11.5,3.1
2832,2018-05-03,9.8,11.9,5.7
2833,2018-05-04,14.2,8.2,4.3
2834,2018-05-05,17.4,12.9,9.6
2835,2018-05-06,13.8,13.1,5.4
2836,2018-05-07,12.0,8.9,5.1
2837,2018-05-08,9.5,10.1,7.4
2838,2018-05-09,7.6,10.5,5.5
2839,2018-05-10,11.3,8.0,3.5
2840,2018-05-11,17.8,9.1,4.6
2841,2018-05-12,16.3,10.5,5.5
2842,2018-05-13,16.0,9.1,3.8
2843,2018-05-14,17.5,7.7,4.1
2844,2018-05-15,22.9,8.6,3.8
2845,2018-05-16,21.2,15.4,9.0
2846,2018-05-17,21.7,15.6,6.5
2847,2018-05-18,12.9,9.9,3.6
2848,2018-05-19,13.0,10.3,6.5
2849,2018-05-20,12.1,11.1,6.9
2850,2018-05-21,13.6,6.6,4.0
2851,2018-05-22,16.6,5.3,2.4
2852,2018-05-23,14.5,10.0,5.2
2853,2018-05-24,19.7,12.7,7.4
2854,2018-05-25,21.0,12.2,3.0
2855,2018-05-26,16.4,7.4,2.9
2856,2018-05-27,15.5,6.1,2.2
2857,2018-05-28,16.7,6.2,2.6
2858,2018-05-29,18.1,5.9,2.3
2859,2018-05-30,18.6,9.7,3.6
2860,2018-05-31,17.8,6.0,2.6
2861,2018-06-01,19.0,5.6,2.8
2862,2018-06-02,20.5,7.2,5.5
2863,2018-06-03,21.3,6.9,5.2
2864,2018-06-04,21.4,7.7,5.2
2865,2018-06-05,20.2,6.5,3.6
2866,2018-06-06,20.0,8.0,4.2
2867,2018-06-07,19.7,7.4,5.7
2868,2018-06-08,20.7,7.6,4.3
2869,2018-06-09,15.4,8.5,6.0
2870,2018-06-10,15.5,8.5,5.6
2871,2018-06-11,13.8,9.3,5.3
2872,2018-06-12,15.0,5.6,3.1
2873,2018-06-13,16.6,6.3,3.0
2874,2018-06-14,15.9,6.8,3.3
2875,2018-06-15,14.5,9.0,6.3
2876,2018-06-16,14.7,6.9,3.2
2877,2018-06-17,17.3,3.9,2.6
2878,2018-06-18,20.3,5.0,3.0
2879,2018-06-19,21.4,7.3,4.9
2880,2018-06-20,21.6,10.0,3.5
2881,2018-06-21,22.0,12.7,5.4
2882,2018-06-22,24.4,8.4,4.0
2883,2018-06-23,22.9,8.5,5.8
2884,2018-06-24,25.3,6.8,2.9
2885,2018-06-25,25.7,5.0,1.9
2886,2018-06-26,21.6,10.2,5.9
2887,2018-06-27,23.1,13.7,7.8
2888,2018-06-28,21.2,11.8,5.1
2889,2018-06-29,22.6,9.1,5.6
2890,2018-06-30,21.3,7.6,5.2
2891,2018-07-01,22.2,6.9,3.5
2892,2018-07-02,23.3,9.0,5.3
2893,2018-07-03,22.4,5.3,3.1
2894,2018-07-04,21.7,11.0,4.8
2895,2018-07-05,19.2,5.9,3.4
2896,2018-07-06,16.6,11.1,7.5
2897,2018-07-07,16.3,11.1,7.6
2898,2018-07-08,17.2,9.0,5.4
2899,2018-07-09,17.9,5.9,3.4
2900,2018-07-10,21.4,4.6,2.2
2901,2018-07-11,22.7,6.0,2.7
2902,2018-07-12,26.7,7.6,3.8
2903,2018-07-13,28.1,8.8,3.2
2904,2018-07-14,27.9,8.0,3.3
2905,2018-07-15,28.1,6.7,3.0
2906,2018-07-16,28.7,6.6,3.1
2907,2018-07-17,29.1,6.6,3.4
2908,2018-07-18,27.7,3.7,1.5
2909,2018-07-19,27.2,5.3,3.1
2910,2018-07-20,27.7,6.7,4.4
2911,2018-07-21,28.1,10.2,6.9
2912,2018-07-22,29.0,8.7,6.4
2913,2018-07-23,30.5,6.5,1.6
2914,2018-07-24,29.1,3.2,1.4
2915,2018-07-25,27.7,4.4,3.3
2916,2018-07-26,27.2,4.2,2.7
2917,2018-07-27,26.7,3.7,1.7
2918,2018-07-28,26.2,9.6,5.0
2919,2018-07-29,24.9,13.3,10.0
2920,2018-07-30,26.6,5.8,3.0
2921,2018-07-31,26.8,5.4,2.8
2922,2018-08-01,27.2,4.9,2.0
2923,2018-08-02,27.3,3.7,1.2
2924,2018-08-03,27.7,4.9,2.6
2925,2018-08-04,30.3,5.8,3.0
2926,2018-08-05,29.7,6.3,2.7
2927,2018-08-06,24.1,6.3,4.2
2928,2018-08-07,24.0,4.5,2.9
2929,2018-08-08,24.2,5.5,3.3
2930,2018-08-09,24.5,5.7,3.6
2931,2018-08-10,24.0,5.8,3.3
2932,2018-08-11,24.6,5.1,3.3
2933,2018-08-12,25.1,3.4,1.5
2934,2018-08-13,28.0,4.3,2.4
2935,2018-08-14,28.9,5.5,3.2
2936,2018-08-15,28.1,2.5,1.2
2937,2018-08-16,23.1,13.0,6.7
2938,2018-08-17,22.1,8.1,4.2
2939,2018-08-18,22.5,3.7,1.8
2940,2018-08-19,23.0,2.6,1.3
2941,2018-08-20,25.0,2.8,1.4
2942,2018-08-21,26.1,7.0,4.7
2943,2018-08-22,28.0,4.0,2.3
2944,2018-08-23,27.5,6.8,3.4
2945,2018-08-24,25.4,12.2,6.2
2946,2018-08-25,25.1,9.3,5.8
2947,2018-08-26,21.3,9.4,3.4
2948,2018-08-27,23.5,5.3,2.1
2949,2018-08-28,22.9,6.2,1.8
2950,2018-08-29,24.7,9.9,5.0
2951,2018-08-30,26.1,12.3,7.9
2952,2018-08-31,22.3,9.6,2.7
2953,2018-09-01,20.7,11.1,6.3
2954,2018-09-02,22.2,5.1,2.1
2955,2018-09-03,23.5,6.5,2.8
2956,2018-09-04,21.9,9.3,2.5
2957,2018-09-05,23.3,8.0,4.1
2958,2018-09-06,23.1,8.1,4.7
2959,2018-09-07,21.6,10.0,5.7
2960,2018-09-08,20.8,5.2,2.4
2961,2018-09-09,20.3,10.0,6.2
2962,2018-09-10,18.7,11.1,7.0
2963,2018-09-11,18.7,7.3,4.8
2964,2018-09-12,20.2,7.6,3.9
2965,2018-09-13,19.4,4.5,2.4
2966,2018-09-14,19.7,6.2,4.3
2967,2018-09-15,20.8,6.6,3.3
2968,2018-09-16,22.1,3.8,1.5
2969,2018-09-17,21.6,4.6,1.5
2970,2018-09-18,21.2,2.8,1.1
2971,2018-09-19,21.1,2.8,1.3
2972,2018-09-20,20.6,8.1,4.7
2973,2018-09-21,18.6,8.3,5.4
2974,2018-09-22,21.4,4.2,1.6
2975,2018-09-23,20.9,6.8,3.0
2976,2018-09-24,18.1,8.0,3.6
2977,2018-09-25,17.8,7.1,4.6
2978,2018-09-26,17.1,8.2,6.3
2979,2018-09-27,17.5,8.7,5.5
2980,2018-09-28,17.7,5.6,3.9
2981,2018-09-29,18.3,6.5,3.5
2982,2018-09-30,17.9,8.3,3.8
2983,2018-10-01,16.5,10.3,5.9
2984,2018-10-02,17.3,7.3,2.6
2985,2018-10-03,18.3,5.3,2.5
2986,2018-10-04,19.1,7.3,5.3
2987,2018-10-05,17.8,11.8,7.5
2988,2018-10-06,19.4,26.0,7.0
2989,2018-10-07,18.8,6.0,2.2
2990,2018-10-08,16.4,8.2,3.4
2991,2018-10-09,16.5,3.7,1.8
2992,2018-10-10,16.4,9.1,5.1
2993,2018-10-11,12.9,6.4,2.6
2994,2018-10-12,12.9,6.6,3.4
2995,2018-10-13,14.0,4.7,2.4
2996,2018-10-14,15.7,4.6,2.1
2997,2018-10-15,15.6,5.1,2.3
2998,2018-10-16,14.5,7.4,3.3
2999,2018-10-17,12.5,10.2,6.0
3000,2018-10-18,12.2,12.5,9.6
3001,2018-10-19,13.4,11.9,7.9
3002,2018-10-20,14.2,3.9,1.7
3003,2018-10-21,14.7,3.4,1.4
3004,2018-10-22,16.4,2.6,1.3
3005,2018-10-23,16.7,7.5,3.6
3006,2018-10-24,14.5,5.3,2.1
3007,2018-10-25,15.0,4.0,1.5
3008,2018-10-26,14.6,7.8,3.6
3009,2018-10-27,11.6,8.5,5.3
3010,2018-10-28,10.8,10.2,5.9
3011,2018-10-29,10.5,7.9,3.7
3012,2018-10-30,9.4,6.3,2.5
3013,2018-10-31,9.0,5.0,2.4
3014,2018-11-01,11.2,5.4,1.9
3015,2018-11-02,12.7,3.6,1.7
3016,2018-11-03,13.9,4.4,2.8
3017,2018-11-04,14.7,4.8,2.6
3018,2018-11-05,14.5,6.3,2.4
3019,2018-11-06,12.7,7.6,5.5
3020,2018-11-07,13.3,7.9,4.0
3021,2018-11-08,15.2,4.6,2.8
3022,2018-11-09,14.3,12.8,7.2
3023,2018-11-10,13.2,7.5,3.5
3024,2018-11-11,13.2,4.5,2.5
3025,2018-11-12,10.7,8.6,5.1
3026,2018-11-13,9.7,7.8,4.6
3027,2018-11-14,8.7,8.5,6.2
3028,2018-11-15,10.0,5.6,2.8
3029,2018-11-16,12.1,6.8,3.5
3030,2018-11-17,9.0,8.7,4.7
3031,2018-11-18,10.1,8.2,2.8
3032,2018-11-19,9.2,6.3,2.6
3033,2018-11-20,9.2,9.8,4.3
3034,2018-11-21,10.1,8.4,3.6
3035,2018-11-22,5.7,9.3,4.3
3036,2018-11-23,3.6,5.2,1.8
3037,2018-11-24,6.6,6.5,2.6
3038,2018-11-25,8.6,5.4,1.5
3039,2018-11-26,10.9,6.5,2.7
3040,2018-11-27,12.3,7.2,3.0
3041,2018-11-28,8.8,9.1,4.3
3042,2018-11-29,8.5,8.6,3.4
3043,2018-11-30,8.2,6.0,2.7
3044,2018-12-01,8.2,8.8,3.7
3045,2018-12-02,11.6,4.4,2.2
3046,2018-12-03,15.3,10.7,4.2
3047,2018-12-04,10.7,10.6,5.7
3048,2018-12-05,6.1,10.1,5.5
3049,2018-12-06,7.6,9.2,4.0
3050,2018-12-07,-0.5,9.1,3.0
3051,2018-12-08,-2.2,8.0,2.9
3052,2018-12-09,-0.9,5.4,2.1
3053,2018-12-10,2.0,7.2,3.6
3054,2018-12-11,4.9,7.2,2.8
3055,2018-12-12,2.3,9.8,4.8
3056,2018-12-13,2.1,8.5,3.6
3057,2018-12-14,0.3,7.3,5.0
3058,2018-12-15,3.1,7.9,4.0
3059,2018-12-16,5.5,8.4,3.8
3060,2018-12-17,4.8,5.9,2.6
3061,2018-12-18,4.4,7.7,3.5
3062,2018-12-19,7.4,9.6,4.4
3063,2018-12-20,6.6,4.7,2.0
3064,2018-12-21,9.1,5.8,2.4
3065,2018-12-22,8.8,8.9,4.6
3066,2018-12-23,5.9,9.3,3.3
3067,2018-12-24,3.7,7.4,2.5
3068,2018-12-25,4.2,4.6,2.1
3069,2018-12-26,4.5,8.1,2.8
3070,2018-12-27,-2.1,12.1,3.9
3071,2018-12-28,-2.0,9.5,4.0
3072,2018-12-29,-2.2,8.7,4.0
3073,2018-12-30,0.3,7.4,3.9
3074,2018-12-31,2.6,6.8,3.1
3075,2019-01-01,2.3,4.3,2.0
3076,2019-01-02,1.9,4.6,1.8
3077,2019-01-03,2.2,4.3,1.5
3078,2019-01-04,4.6,6.2,3.0
3079,2019-01-05,2.8,7.0,3.5
3080,2019-01-06,2.0,8.0,4.3
3081,2019-01-07,3.5,5.7,2.6
3082,2019-01-08,2.0,7.4,2.9
3083,2019-01-09,1.1,10.7,5.0
3084,2019-01-10,5.5,6.7,3.0
3085,2019-01-11,4.8,6.4,2.3
3086,2019-01-12,5.1,9.6,2.4
3087,2019-01-13,4.6,8.4,3.2
3088,2019-01-14,5.9,5.6,1.9
3089,2019-01-15,4.1,10.1,4.6
3090,2019-01-16,0.6,6.5,3.2
3091,2019-01-17,3.0,5.6,2.8
3092,2019-01-18,3.9,5.5,2.0
3093,2019-01-19,5.6,4.0,1.3
3094,2019-01-20,3.3,7.4,2.9
3095,2019-01-21,3.1,8.6,3.5
3096,2019-01-22,4.8,6.9,3.5
3097,2019-01-23,4.9,11.5,5.0
3098,2019-01-24,3.0,6.4,2.6
3099,2019-01-25,1.5,13.9,5.5
3100,2019-01-26,-0.8,14.9,7.3
3101,2019-01-27,4.7,9.2,3.7
3102,2019-01-28,3.4,10.8,5.4
3103,2019-01-29,3.8,5.5,2.2
3104,2019-01-30,8.0,8.9,3.4
3105,2019-01-31,0.9,11.5,7.9
3106,2019-02-01,1.7,9.6,4.8
3107,2019-02-02,5.2,6.9,2.5
3108,2019-02-03,8.1,13.4,5.7
3109,2019-02-04,4.2,7.9,3.5
3110,2019-02-05,6.3,6.8,3.7
3111,2019-02-06,8.8,6.5,3.3
3112,2019-02-07,3.3,9.8,3.9
3113,2019-02-08,-0.9,7.8,4.4
3114,2019-02-09,-0.7,11.6,5.9
3115,2019-02-10,-0.7,8.9,4.2
3116,2019-02-11,0.4,10.4,3.9
3117,2019-02-12,0.9,5.3,2.4
3118,2019-02-13,0.5,11.7,4.2
3119,2019-02-14,0.1,9.7,4.8
3120,2019-02-15,4.0,8.9,3.5
3121,2019-02-16,0.7,9.2,4.1
3122,2019-02-17,2.8,5.4,3.0
3123,2019-02-18,5.8,4.7,1.9
3124,2019-02-19,5.8,7.5,2.3
3125,2019-02-20,4.1,9.2,3.3
3126,2019-02-21,4.4,4.7,2.0
3127,2019-02-22,6.4,4.1,2.0
3128,2019-02-23,4.9,9.8,5.7
3129,2019-02-24,7.1,9.6,4.4
3130,2019-02-25,6.4,8.9,4.6
3131,2019-02-26,5.9,7.8,2.7
3132,2019-02-27,6.8,7.1,2.7
3133,2019-02-28,6.8,6.0,2.7
3134,2019-03-01,6.8,3.4,1.2
3135,2019-03-02,8.0,4.1,1.7
3136,2019-03-03,8.3,5.3,2.2
3137,2019-03-04,8.2,7.7,4.6
3138,2019-03-05,9.5,5.8,2.8
3139,2019-03-06,10.0,9.1,4.1
3140,2019-03-07,4.9,14.0,8.1
3141,2019-03-08,7.3,7.3,2.4
3142,2019-03-09,10.7,10.2,6.5
3143,2019-03-10,8.6,8.2,4.1
3144,2019-03-11,8.0,12.4,4.1
3145,2019-03-12,8.0,8.6,4.0
3146,2019-03-13,4.1,9.0,3.7
3147,2019-03-14,6.0,8.5,3.2
3148,2019-03-15,6.8,10.2,4.4
3149,2019-03-16,7.0,9.3,4.5
3150,2019-03-17,5.5,8.9,3.9
3151,2019-03-18,10.1,9.7,5.6
3152,2019-03-19,13.0,7.6,2.8
3153,2019-03-20,13.9,7.4,3.3
3154,2019-03-21,13.1,12.6,4.6
3155,2019-03-22,4.2,10.3,5.1
3156,2019-03-23,4.2,9.7,3.7
3157,2019-03-24,6.5,9.1,3.8
3158,2019-03-25,10.2,8.8,4.3
3159,2019-03-26,10.4,8.6,4.5
3160,2019-03-27,11.5,11.3,6.9
3161,2019-03-28,4.7,9.9,4.4
3162,2019-03-29,8.2,4.1,1.7
3163,2019-03-30,7.8,8.8,2.8
3164,2019-03-31,3.7,8.1,3.8
3165,2019-04-01,3.4,9.7,5.0
3166,2019-04-02,4.5,7.5,3.4
3167,2019-04-03,7.3,8.2,3.6
3168,2019-04-04,11.9,13.0,7.8
3169,2019-04-05,11.9,12.1,7.6
3170,2019-04-06,10.3,7.0,2.5
3171,2019-04-07,9.2,9.5,4.5
3172,2019-04-08,7.7,15.8,6.0
3173,2019-04-09,8.0,7.0,2.4
3174,2019-04-10,4.6,10.5,6.7
3175,2019-04-11,7.7,5.3,2.4
3176,2019-04-12,9.7,5.6,2.8
3177,2019-04-13,11.6,6.0,4.3
3178,2019-04-14,10.3,9.0,5.4
3179,2019-04-15,10.4,7.3,3.7
3180,2019-04-16,14.8,7.8,4.0
3181,2019-04-17,16.6,6.5,2.9
3182,2019-04-18,15.7,11.7,
3183,2019-04-19,7.8,,2.3
3184,2019-04-20,10.9,5.6,3.4
3185,2019-04-21,13.0,5.3,2.2
3186,2019-04-22,12.9,4.3,2.4
3187,2019-04-23,15.8,9.7,4.6
3188,2019-04-24,14.6,9.7,3.4
3189,2019-04-25,10.0,12.2,8.2
3190,2019-04-26,6.8,10.5,8.0
3191,2019-04-27,9.8,7.4,3.3
3192,2019-04-28,11.9,6.8,3.7
3193,2019-04-29,11.8,4.6,2.1
3194,2019-04-30,12.9,6.5,3.1
3195,2019-05-01,13.3,5.1,1.8
3196,2019-05-02,15.6,10.7,5.2
3197,2019-05-03,14.4,8.8,4.1
3198,2019-05-04,14.7,5.2,3.2
3199,2019-05-05,17.7,6.2,4.6
3200,2019-05-06,10.9,11.5,6.6
3201,2019-05-07,13.6,9.2,5.7
3202,2019-05-08,17.2,9.7,4.9
3203,2019-05-09,19.7,6.9,3.5
3204,2019-05-10,19.8,6.6,1.0
3205,2019-05-11,18.3,4.9,2.2
3206,2019-05-12,16.4,6.0,3.3
3207,2019-05-13,15.6,5.7,2.7
3208,2019-05-14,18.0,6.2,2.9
3209,2019-05-15,18.7,5.3,3.3
3210,2019-05-16,19.3,5.6,4.2
3211,2019-05-17,20.2,6.4,4.2
3212,2019-05-18,18.5,5.4,2.7
3213,2019-05-19,19.8,4.9,2.4
3214,2019-05-20,16.8,10.8,5.7
3215,2019-05-21,17.7,9.9,6.7
3216,2019-05-22,20.0,10.6,6.2
3217,2019-05-23,22.2,8.1,4.3
3218,2019-05-24,25.3,7.0,3.8
3219,2019-05-25,26.6,7.2,2.4
3220,2019-05-26,25.5,10.7,4.0
3221,2019-05-27,18.0,10.7,5.8
3222,2019-05-28,17.3,10.4,4.8
3223,2019-05-29,18.8,14.5,4.8
3224,2019-05-30,21.7,11.7,4.6
3225,2019-05-31,18.4,11.3,6.3
3226,2019-06-01,20.1,8.3,4.3
3227,2019-06-02,19.7,5.7,3.9
3228,2019-06-03,21.5,7.3,3.8
3229,2019-06-04,22.9,10.6,4.3
3230,2019-06-05,21.2,11.4,3.7
3231,2019-06-06,18.5,6.9,3.5
3232,2019-06-07,16.0,15.9,8.9
3233,2019-06-08,16.1,11.4,4.8
3234,2019-06-09,15.5,6.4,3.8
3235,2019-06-10,15.3,9.6,6.4
3236,2019-06-11,14.6,8.6,5.7
3237,2019-06-12,14.9,5.5,2.9
3238,2019-06-13,17.6,6.0,3.2
3239,2019-06-14,19.6,7.2,4.4
3240,2019-06-15,16.4,11.2,6.5
3241,2019-06-16,14.4,8.9,4.1
3242,2019-06-17,16.6,5.1,2.8
3243,2019-06-18,20.6,5.6,2.3
3244,2019-06-19,20.6,5.1,2.5
3245,2019-06-20,22.7,6.7,2.7
3246,2019-06-21,21.1,10.1,3.5
3247,2019-06-22,17.2,8.8,4.9
3248,2019-06-23,16.8,8.6,5.2
3249,2019-06-24,17.3,6.3,2.5
3250,2019-06-25,18.8,4.2,2.5
3251,2019-06-26,20.9,6.2,3.7
3252,2019-06-27,20.4,6.9,2.5
3253,2019-06-28,19.3,7.2,3.8
3254,2019-06-29,19.7,6.3,2.3
3255,2019-06-30,21.4,8.6,3.8
3256,2019-07-01,22.3,5.2,2.6
3257,2019-07-02,23.4,5.6,2.5
3258,2019-07-03,21.3,5.0,3.3
3259,2019-07-04,22.2,5.8,2.8
3260,2019-07-05,22.4,5.1,3.4
3261,2019-07-06,20.8,8.3,5.7
3262,2019-07-07,19.6,7.6,5.6
3263,2019-07-08,18.8,8.2,5.8
3264,2019-07-09,19.5,7.3,5.9
3265,2019-07-10,20.1,8.4,6.1
3266,2019-07-11,21.2,7.9,3.3
3267,2019-07-12,20.6,8.9,3.2
3268,2019-07-13,22.1,5.4,2.4
3269,2019-07-14,21.4,3.8,1.9
3270,2019-07-15,20.6,4.1,1.8
3271,2019-07-16,20.0,4.6,2.6
3272,2019-07-17,21.7,2.7,1.4
3273,2019-07-18,22.6,5.6,3.2
3274,2019-07-19,22.9,5.4,3.1
3275,2019-07-20,22.6,5.5,3.4
3276,2019-07-21,22.2,9.3,5.3
3277,2019-07-22,26.5,11.1,6.9
3278,2019-07-23,28.6,5.0,1.8
3279,2019-07-24,26.6,6.0,3.5
3280,2019-07-25,26.3,8.4,4.1
3281,2019-07-26,25.3,9.1,6.7
3282,2019-07-27,26.2,6.2,3.7
3283,2019-07-28,26.7,8.8,6.9
3284,2019-07-29,26.8,9.9,7.2
3285,2019-07-30,27.4,10.0,7.9
3286,2019-07-31,28.5,10.1,8.2
3287,2019-08-01,29.7,8.8,4.3
3288,2019-08-02,28.6,5.1,1.5
3289,2019-08-03,27.0,4.5,1.4
3290,2019-08-04,26.1,2.9,1.5
3291,2019-08-05,26.1,5.3,2.7
3292,2019-08-06,25.1,7.1,4.6
3293,2019-08-07,25.6,7.3,4.3
3294,2019-08-08,27.8,8.1,4.6
3295,2019-08-09,28.4,8.7,2.3
3296,2019-08-10,26.4,6.0,3.1
3297,2019-08-11,25.2,5.3,3.5
3298,2019-08-12,27.1,4.1,2.6
3299,2019-08-13,27.8,6.3,3.4
3300,2019-08-14,25.9,8.9,6.8
3301,2019-08-15,25.4,11.1,7.9
3302,2019-08-16,25.9,9.5,4.6
3303,2019-08-17,26.1,9.5,6.0
3304,2019-08-18,25.7,7.8,2.5
3305,2019-08-19,24.0,6.9,3.4
3306,2019-08-20,23.6,7.8,5.3
3307,2019-08-21,24.5,4.5,2.1
3308,2019-08-22,24.1,4.0,1.8
3309,2019-08-23,25.2,6.5,3.2
3310,2019-08-24,23.9,3.8,1.4
3311,2019-08-25,23.1,4.3,2.1
3312,2019-08-26,24.0,2.8,1.2
3313,2019-08-27,21.6,6.1,2.2
3314,2019-08-28,22.8,5.2,2.3
3315,2019-08-29,23.6,6.6,3.1
3316,2019-08-30,24.1,6.9,3.9
3317,2019-08-31,23.1,5.0,2.5
3318,2019-09-01,22.9,4.9,2.0
3319,2019-09-02,22.5,5.4,3.1
3320,2019-09-03,20.0,5.4,3.0
3321,2019-09-04,22.2,5.2,2.6
3322,2019-09-05,24.9,3.6,2.3
3323,2019-09-06,25.5,4.0,2.4
3324,2019-09-07,25.2,7.9,3.5
3325,2019-09-08,24.9,8.3,5.0
3326,2019-09-09,25.6,3.2,1.8
3327,2019-09-10,25.6,4.7,2.2
3328,2019-09-11,20.9,10.5,6.2
3329,2019-09-12,19.5,10.2,6.2
3330,2019-09-13,21.2,6.2,3.7
3331,2019-09-14,22.5,4.6,1.3
3332,2019-09-15,20.7,8.6,5.6
3333,2019-09-16,19.7,9.5,5.7
3334,2019-09-17,20.1,9.0,5.7
3335,2019-09-18,20.1,10.1,4.5
3336,2019-09-19,18.1,7.4,3.0
3337,2019-09-20,18.5,4.7,2.3
3338,2019-09-21,17.6,8.0,3.8
3339,2019-09-22,15.7,23.1,11.9
3340,2019-09-23,15.0,25.8,11.0
3341,2019-09-24,17.9,3.2,1.4
3342,2019-09-25,18.6,4.4,2.3
3343,2019-09-26,19.9,2.9,1.4
3344,2019-09-27,20.5,4.6,2.1
3345,2019-09-28,21.0,3.5,1.3
3346,2019-09-29,21.9,4.0,1.6
3347,2019-09-30,21.6,3.3,1.4
3348,2019-10-01,21.1,2.3,1.1
3349,2019-10-02,20.3,8.9,3.2
3350,2019-10-03,20.3,10.0,5.2
3351,2019-10-04,18.3,11.4,5.5
3352,2019-10-05,15.6,12.9,6.1
3353,2019-10-06,14.0,9.9,5.0
3354,2019-10-07,15.7,4.3,1.5
3355,2019-10-08,16.5,9.2,4.0
3356,2019-10-09,16.6,6.0,2.3
3357,2019-10-10,18.0,3.4,1.7
3358,2019-10-11,18.0,11.6,5.6
3359,2019-10-12,15.7,16.4,12.7
3360,2019-10-13,13.8,11.4,6.8
3361,2019-10-14,14.4,14.8,5.1
3362,2019-10-15,10.7,13.0,6.2
3363,2019-10-16,14.0,3.7,2.0
3364,2019-10-17,15.2,6.5,3.1
3365,2019-10-18,15.3,9.6,6.6
3366,2019-10-19,14.3,10.5,5.9
3367,2019-10-20,15.5,2.7,1.1
3368,2019-10-21,15.7,5.6,3.3
3369,2019-10-22,16.1,7.0,5.2
3370,2019-10-23,15.7,7.4,5.2
3371,2019-10-24,16.1,10.1,6.5
3372,2019-10-25,16.4,11.2,4.7
3373,2019-10-26,15.1,8.2,3.6
3374,2019-10-27,12.2,8.9,3.1
3375,2019-10-28,14.6,7.6,2.8
3376,2019-10-29,15.0,8.8,4.1
3377,2019-10-30,15.3,6.9,2.6
3378,2019-10-31,17.2,10.5,5.0
3379,2019-11-01,14.3,10.7,3.9
3380,2019-11-02,14.2,4.5,2.1
3381,2019-11-03,12.8,11.3,5.8
3382,2019-11-04,10.9,8.8,5.0
3383,2019-11-05,14.1,6.1,3.8
3384,2019-11-06,14.0,7.2,3.1
3385,2019-11-07,11.2,9.8,5.4
3386,2019-11-08,10.1,4.8,2.3
3387,2019-11-09,10.5,6.9,4.1
3388,2019-11-10,12.3,5.1,2.6
3389,2019-11-11,11.7,9.0,3.3
3390,2019-11-12,13.4,8.3,2.6
3391,2019-11-13,13.8,10.6,4.8
3392,2019-11-14,5.2,7.3,3.1
3393,2019-11-15,10.4,9.4,6.1
3394,2019-11-16,11.5,6.0,2.8
3395,2019-11-17,13.2,4.6,2.2
3396,2019-11-18,11.4,10.0,4.7
3397,2019-11-19,4.5,8.8,3.9
3398,2019-11-20,5.6,4.5,1.8
3399,2019-11-21,8.5,3.0,1.2
3400,2019-11-22,12.1,2.8,1.4
3401,2019-11-23,13.3,4.2,1.7
3402,2019-11-24,15.2,6.9,3.4
3403,2019-11-25,4.6,15.4,9.7
3404,2019-11-26,6.7,5.9,2.2
3405,2019-11-27,7.4,12.8,5.5
3406,2019-11-28,3.1,13.8,8.7
3407,2019-11-29,4.6,9.3,4.3
3408,2019-11-30,6.7,7.7,3.5
3409,2019-12-01,8.1,6.1,2.0
3410,2019-12-02,5.9,5.8,2.9
3411,2019-12-03,3.8,7.5,3.7
3412,2019-12-04,5.1,7.2,3.0
3413,2019-12-05,1.5,7.8,3.2
3414,2019-12-06,2.0,7.1,3.3
3415,2019-12-07,4.9,6.7,2.6
3416,2019-12-08,7.5,4.8,1.9
3417,2019-12-09,8.6,7.0,3.6
3418,2019-12-10,10.8,8.6,5.7
3419,2019-12-11,11.2,11.0,6.7
3420,2019-12-12,3.3,6.6,2.9
3421,2019-12-13,6.9,6.2,3.7
3422,2019-12-14,5.7,9.6,5.6
3423,2019-12-15,5.3,5.7,2.2
3424,2019-12-16,9.2,4.0,1.6
3425,2019-12-17,12.1,9.0,5.1
3426,2019-12-18,5.3,10.1,6.3
3427,2019-12-19,5.5,11.6,4.6
3428,2019-12-20,3.1,5.7,1.9
3429,2019-12-21,5.0,5.6,2.8
3430,2019-12-22,6.5,5.1,2.0
3431,2019-12-23,5.9,10.7,5.2
3432,2019-12-24,5.0,7.2,1.9
3433,2019-12-25,8.1,7.7,3.6
3434,2019-12-26,6.8,10.0,2.6
3435,2019-12-27,1.8,16.4,6.5
