,일시,평균기온,최대풍속,평균풍속
0,2010-08-01,28.7,8.3,3.4
1,2010-08-02,25.2,8.7,3.8
2,2010-08-03,22.1,6.3,2.9
3,2010-08-04,25.3,6.6,4.2
4,2010-08-05,27.2,9.1,5.6
5,2010-08-06,26.8,9.8,8.0
6,2010-08-07,27.5,9.1,5.0
7,2010-08-08,26.6,5.9,4.0
8,2010-08-09,26.9,5.1,3.1
9,2010-08-10,25.6,10.2,5.5
10,2010-08-11,24.6,9.4,4.8
11,2010-08-12,23.7,8.7,2.6
12,2010-08-13,24.3,10.9,4.6
13,2010-08-14,25.0,10.8,4.4
14,2010-08-15,24.5,16.9,10.3
15,2010-08-16,26.2,9.8,3.2
16,2010-08-17,23.9,4.2,1.6
17,2010-08-18,23.4,4.2,2.1
18,2010-08-19,24.3,4.0,1.9
19,2010-08-20,25.4,5.0,3.2
20,2010-08-21,27.8,7.6,4.2
21,2010-08-22,28.3,5.9,2.5
22,2010-08-23,28.9,9.3,6.2
23,2010-08-24,27.5,8.3,3.0
24,2010-08-25,24.7,6.8,1.9
25,2010-08-26,25.8,4.3,2.5
26,2010-08-27,26.4,2.7,1.6
27,2010-08-28,26.7,4.6,2.3
28,2010-08-29,27.3,8.6,4.9
29,2010-08-30,26.2,10.5,6.2
30,2010-08-31,26.6,6.8,4.2
31,2010-09-01,27.0,5.9,2.6
32,2010-09-02,25.0,13.0,5.3
33,2010-09-03,24.2,4.0,1.7
34,2010-09-04,26.5,4.7,3.2
35,2010-09-05,27.2,6.1,3.3
36,2010-09-06,23.1,9.4,4.3
37,2010-09-07,20.7,12.7,7.6
38,2010-09-08,19.7,11.1,6.6
39,2010-09-09,22.2,4.8,2.5
40,2010-09-10,24.8,11.1,7.2
41,2010-09-11,22.8,14.0,3.8
42,2010-09-12,22.2,4.2,1.8
43,2010-09-13,20.1,9.2,3.9
44,2010-09-14,20.8,5.0,1.6
45,2010-09-15,21.3,4.9,2.2
46,2010-09-16,21.9,2.7,1.2
47,2010-09-17,22.4,3.8,2.2
48,2010-09-18,23.6,7.1,3.0
49,2010-09-19,20.7,9.4,3.5
50,2010-09-20,20.8,8.5,2.8
51,2010-09-21,21.9,11.5,3.6
52,2010-09-22,15.4,11.7,7.9
53,2010-09-23,16.1,10.0,5.8
54,2010-09-24,17.5,6.9,4.1
55,2010-09-25,16.7,8.4,6.1
56,2010-09-26,17.7,4.0,1.8
57,2010-09-27,18.8,6.8,2.8
58,2010-09-28,16.8,12.3,5.6
59,2010-09-29,17.0,4.0,2.1
60,2010-09-30,18.8,4.0,2.2
61,2010-10-01,18.7,6.2,3.3
62,2010-10-02,19.5,6.3,3.2
63,2010-10-03,20.2,10.6,5.9
64,2010-10-04,17.3,9.1,5.0
65,2010-10-05,15.4,8.7,5.1
66,2010-10-06,16.3,5.1,3.1
67,2010-10-07,17.6,5.8,3.4
68,2010-10-08,17.7,6.5,3.7
69,2010-10-09,17.3,7.8,2.7
70,2010-10-10,17.4,5.9,2.6
71,2010-10-11,18.9,7.7,3.1
72,2010-10-12,18.9,7.5,2.5
73,2010-10-13,15.6,7.0,5.0
74,2010-10-14,16.0,6.7,3.2
75,2010-10-15,15.4,8.2,2.9
76,2010-10-16,16.7,7.3,4.5
77,2010-10-17,16.4,6.7,2.9
78,2010-10-18,15.6,5.8,2.9
79,2010-10-19,17.2,4.5,2.1
80,2010-10-20,14.9,6.2,3.9
81,2010-10-21,13.9,9.4,6.3
82,2010-10-22,13.8,6.7,3.9
83,2010-10-23,15.4,3.6,2.0
84,2010-10-24,17.8,5.9,3.0
85,2010-10-25,12.1,11.3,6.1
86,2010-10-26,4.1,13.6,7.1
87,2010-10-27,6.6,7.5,4.0
88,2010-10-28,9.6,6.7,3.5
89,2010-10-29,10.9,8.7,5.8
90,2010-10-30,11.6,8.8,6.6
91,2010-10-31,12.3,9.5,7.2
92,2010-11-01,12.0,10.6,5.6
93,2010-11-02,8.5,8.8,3.5
94,2010-11-03,9.7,6.3,3.2
95,2010-11-04,12.6,6.7,2.9
96,2010-11-05,13.5,6.6,3.2
97,2010-11-06,14.6,5.4,3.3
98,2010-11-07,15.2,7.8,2.5
99,2010-11-08,12.0,11.4,7.5
100,2010-11-09,5.5,11.8,3.1
101,2010-11-10,6.4,4.3,2.2
102,2010-11-11,11.9,13.2,2.8
103,2010-11-12,11.6,11.8,6.7
104,2010-11-13,13.2,7.9,3.5
105,2010-11-14,11.1,9.2,5.0
106,2010-11-15,4.5,10.9,4.1
107,2010-11-16,7.4,5.1,1.9
108,2010-11-17,7.7,7.8,3.9
109,2010-11-18,8.8,6.5,2.7
110,2010-11-19,11.4,7.7,5.1
111,2010-11-20,11.6,6.4,2.2
112,2010-11-21,13.6,8.6,4.3
113,2010-11-22,11.0,16.6,8.8
114,2010-11-23,6.4,8.5,5.2
115,2010-11-24,8.6,4.6,1.8
116,2010-11-25,9.8,7.1,3.9
117,2010-11-26,5.6,9.9,3.9
118,2010-11-27,7.4,11.2,6.5
119,2010-11-28,3.9,10.7,4.2
120,2010-11-29,6.8,10.3,3.7
121,2010-11-30,11.4,10.0,5.8
122,2010-12-01,13.1,8.7,5.1
123,2010-12-02,12.9,6.3,4.2
124,2010-12-03,6.7,11.1,5.7
125,2010-12-04,7.5,7.5,3.7
126,2010-12-05,12.8,10.9,5.4
127,2010-12-06,8.3,13.7,5.6
128,2010-12-07,3.1,13.0,6.4
129,2010-12-08,3.2,7.8,3.4
130,2010-12-09,2.2,10.9,5.9
131,2010-12-10,7.8,13.7,5.4
132,2010-12-11,4.8,13.5,5.4
133,2010-12-12,2.8,4.2,1.8
134,2010-12-13,7.1,7.3,3.6
135,2010-12-14,4.1,12.8,5.1
136,2010-12-15,-2.9,5.8,2.4
137,2010-12-16,-2.4,4.6,2.1
138,2010-12-17,1.8,8.7,4.3
139,2010-12-18,3.3,5.3,2.3
140,2010-12-19,9.0,10.5,7.6
141,2010-12-20,9.2,9.6,2.9
142,2010-12-21,9.4,9.6,2.0
143,2010-12-22,7.7,8.4,5.2
144,2010-12-23,6.2,7.0,3.3
145,2010-12-24,-3.4,11.9,3.7
146,2010-12-25,-4.5,10.1,5.3
147,2010-12-26,-2.5,13.4,6.1
148,2010-12-27,0.5,8.1,4.0
149,2010-12-28,3.6,8.9,4.6
150,2010-12-29,1.0,7.1,2.5
151,2010-12-30,-0.9,8.4,4.3
152,2010-12-31,-1.9,12.0,7.8
153,2011-01-01,0.8,19.0,11.1
154,2011-01-02,0.1,8.5,6.0
155,2011-01-03,-0.3,10.2,6.5
156,2011-01-04,1.7,6.8,3.1
157,2011-01-05,1.2,6.9,4.1
158,2011-01-06,-2.3,11.5,5.9
159,2011-01-07,-0.4,6.7,2.4
160,2011-01-08,2.4,7.6,3.3
161,2011-01-09,-1.5,14.0,5.4
162,2011-01-10,-1.7,6.5,2.6
163,2011-01-11,-0.1,6.6,2.4
164,2011-01-12,-3.0,7.2,3.2
165,2011-01-13,-0.9,5.2,2.3
166,2011-01-14,1.0,7.3,3.1
167,2011-01-15,-4.8,10.4,5.6
168,2011-01-16,-4.9,10.5,5.6
169,2011-01-17,-0.5,9.3,3.6
170,2011-01-18,-0.8,7.4,3.0
171,2011-01-19,-1.7,9.1,2.9
172,2011-01-20,-2.7,5.7,2.5
173,2011-01-21,-0.2,5.1,2.0
174,2011-01-22,-0.5,4.9,2.0
175,2011-01-23,0.7,8.7,3.2
176,2011-01-24,-1.8,8.2,4.6
177,2011-01-25,-1.9,10.1,4.0
178,2011-01-26,-3.0,8.6,3.8
179,2011-01-27,-2.7,6.1,2.8
180,2011-01-28,-1.8,3.8,1.7
181,2011-01-29,-4.0,8.5,3.2
182,2011-01-30,-6.2,4.7,1.9
183,2011-01-31,-2.3,7.3,3.3
184,2011-02-01,3.1,4.9,2.0
185,2011-02-02,4.5,5.3,2.5
186,2011-02-03,5.4,4.5,2.4
187,2011-02-04,5.3,9.1,3.5
188,2011-02-05,3.8,6.5,2.4
189,2011-02-06,5.5,10.0,4.6
190,2011-02-07,2.3,8.8,3.5
191,2011-02-08,4.2,9.3,4.2
192,2011-02-09,0.1,10.3,5.2
193,2011-02-10,-2.1,7.8,5.0
194,2011-02-11,-1.9,9.1,5.7
195,2011-02-12,-2.9,17.6,9.7
196,2011-02-13,-2.6,6.9,4.2
197,2011-02-14,-1.1,12.6,7.0
198,2011-02-15,1.3,7.5,4.5
199,2011-02-16,4.5,8.8,4.3
200,2011-02-17,3.2,9.5,4.4
201,2011-02-18,1.2,12.1,5.6
202,2011-02-19,4.8,7.9,5.4
203,2011-02-20,3.7,9.8,6.3
204,2011-02-21,2.3,7.0,4.8
205,2011-02-22,5.1,3.4,2.0
206,2011-02-23,7.1,7.5,4.1
207,2011-02-24,9.6,10.2,6.2
208,2011-02-25,3.7,11.9,5.9
209,2011-02-26,3.0,4.4,2.4
210,2011-02-27,4.4,12.3,5.3
211,2011-02-28,3.4,12.8,7.4
212,2011-03-01,2.7,9.6,3.2
213,2011-03-02,-1.3,14.2,4.9
214,2011-03-03,-0.8,6.1,2.8
215,2011-03-04,0.1,5.8,2.5
216,2011-03-05,4.2,8.9,5.2
217,2011-03-06,4.6,9.7,2.9
218,2011-03-07,1.8,11.6,3.6
219,2011-03-08,2.4,8.2,2.9
220,2011-03-09,-0.2,9.2,4.2
221,2011-03-10,2.5,7.8,4.0
222,2011-03-11,3.6,7.4,2.9
223,2011-03-12,8.1,10.3,5.5
224,2011-03-13,10.6,9.2,4.4
225,2011-03-14,8.4,10.9,7.1
226,2011-03-15,3.0,9.6,3.8
227,2011-03-16,-1.5,11.7,4.8
228,2011-03-17,-0.3,7.2,4.1
229,2011-03-18,6.2,10.3,6.6
230,2011-03-19,9.2,12.7,6.2
231,2011-03-20,6.1,10.8,3.8
232,2011-03-21,5.9,7.2,3.4
233,2011-03-22,1.2,14.5,5.8
234,2011-03-23,2.0,6.3,2.9
235,2011-03-24,3.5,8.4,3.2
236,2011-03-25,-0.2,13.4,5.3
237,2011-03-26,-0.3,6.2,2.7
238,2011-03-27,4.6,5.2,3.7
239,2011-03-28,6.9,4.3,2.1
240,2011-03-29,6.4,5.5,2.7
241,2011-03-30,8.5,7.7,3.9
242,2011-03-31,9.5,7.6,3.4
243,2011-04-01,12.7,11.5,5.0
244,2011-04-02,4.2,12.6,5.9
245,2011-04-03,4.7,6.3,3.3
246,2011-04-04,5.9,5.4,3.0
247,2011-04-05,8.0,6.7,4.2
248,2011-04-06,10.6,9.2,6.1
249,2011-04-07,10.7,13.9,8.3
250,2011-04-08,8.6,12.1,5.4
251,2011-04-09,11.7,11.2,5.9
252,2011-04-10,13.9,12.9,7.4
253,2011-04-11,6.9,11.3,3.3
254,2011-04-12,11.5,12.7,7.0
255,2011-04-13,15.0,10.5,5.3
256,2011-04-14,15.7,10.0,4.0
257,2011-04-15,15.9,18.8,8.8
258,2011-04-16,5.9,18.9,7.0
259,2011-04-17,7.2,4.7,1.9
260,2011-04-18,6.2,17.9,7.0
261,2011-04-19,4.4,21.6,12.1
262,2011-04-20,8.1,9.3,5.0
263,2011-04-21,12.4,7.1,2.5
264,2011-04-22,8.5,9.0,3.0
265,2011-04-23,8.6,5.8,2.5
266,2011-04-24,9.8,10.0,5.5
267,2011-04-25,10.9,10.9,6.8
268,2011-04-26,9.5,12.9,4.5
269,2011-04-27,9.1,9.4,3.7
270,2011-04-28,6.7,8.2,4.4
271,2011-04-29,11.7,8.5,6.2
272,2011-04-30,13.3,16.4,9.0
273,2011-05-01,14.9,11.9,5.5
274,2011-05-02,13.7,9.7,4.6
275,2011-05-03,14.7,9.6,4.8
276,2011-05-04,9.1,10.7,4.5
277,2011-05-05,9.1,4.3,2.7
278,2011-05-06,11.8,8.2,2.8
279,2011-05-07,16.9,13.3,7.6
280,2011-05-08,15.5,10.3,4.5
281,2011-05-09,16.5,13.2,9.0
282,2011-05-10,13.4,12.2,4.3
283,2011-05-11,10.4,9.0,6.0
284,2011-05-12,10.8,10.5,4.0
285,2011-05-13,15.1,10.8,6.9
286,2011-05-14,17.1,11.5,5.2
287,2011-05-15,18.5,13.9,7.0
288,2011-05-16,11.9,5.4,1.9
289,2011-05-17,13.4,5.9,2.5
290,2011-05-18,16.9,11.5,6.6
291,2011-05-19,18.1,15.3,10.5
292,2011-05-20,18.5,15.1,8.9
293,2011-05-21,14.1,9.1,4.4
294,2011-05-22,11.9,4.5,1.9
295,2011-05-23,12.9,5.6,2.1
296,2011-05-24,15.2,7.6,4.3
297,2011-05-25,15.5,7.9,2.6
298,2011-05-26,14.6,6.3,2.7
299,2011-05-27,13.7,5.8,2.7
300,2011-05-28,14.3,7.7,4.0
301,2011-05-29,12.7,11.6,7.9
302,2011-05-30,13.1,9.6,3.6
303,2011-05-31,12.4,9.8,3.0
304,2011-06-01,13.6,7.0,3.1
305,2011-06-02,13.4,3.7,1.3
306,2011-06-03,14.6,8.5,5.9
307,2011-06-04,20.7,12.0,6.2
308,2011-06-05,21.0,9.2,3.6
309,2011-06-06,22.1,8.1,3.3
310,2011-06-07,20.6,8.2,4.8
311,2011-06-08,20.5,9.9,5.9
312,2011-06-09,21.3,10.2,4.2
313,2011-06-10,22.0,7.8,3.2
314,2011-06-11,21.7,8.3,4.4
315,2011-06-12,19.5,6.2,2.7
316,2011-06-13,18.0,6.7,2.1
317,2011-06-14,17.6,5.7,2.7
318,2011-06-15,17.9,4.9,2.1
319,2011-06-16,18.2,6.0,3.0
320,2011-06-17,19.8,3.3,1.6
321,2011-06-18,19.5,4.4,1.9
322,2011-06-19,21.7,2.6,1.4
323,2011-06-20,20.1,5.8,1.9
324,2011-06-21,23.7,6.5,4.2
325,2011-06-22,23.6,12.6,8.5
326,2011-06-23,21.6,14.6,11.1
327,2011-06-24,17.2,14.4,6.2
328,2011-06-25,15.7,8.8,5.7
329,2011-06-26,17.2,8.2,4.5
330,2011-06-27,18.9,12.3,8.6
331,2011-06-28,23.2,11.9,7.0
332,2011-06-29,24.3,12.3,8.0
333,2011-06-30,24.5,10.7,8.2
334,2011-07-01,22.2,10.8,3.6
335,2011-07-02,21.4,6.3,2.3
336,2011-07-03,21.0,14.1,6.6
337,2011-07-04,23.5,5.8,1.8
338,2011-07-05,25.1,8.0,3.5
339,2011-07-06,20.3,8.6,4.7
340,2011-07-07,20.4,11.8,3.2
341,2011-07-08,23.2,12.8,9.9
342,2011-07-09,20.8,12.2,7.6
343,2011-07-10,22.0,11.4,7.0
344,2011-07-11,23.3,6.7,2.9
345,2011-07-12,24.4,7.9,4.5
346,2011-07-13,23.3,9.6,5.7
347,2011-07-14,23.5,10.2,7.3
348,2011-07-15,23.5,9.5,6.3
349,2011-07-16,25.1,8.6,5.5
350,2011-07-17,24.6,6.0,3.4
351,2011-07-18,24.4,8.2,5.6
352,2011-07-19,23.5,15.5,10.2
353,2011-07-20,19.9,17.2,11.8
354,2011-07-21,18.8,11.0,7.1
355,2011-07-22,18.4,5.0,2.2
356,2011-07-23,19.5,2.6,1.1
357,2011-07-24,20.4,2.5,0.9
358,2011-07-25,21.0,3.1,1.6
359,2011-07-26,23.1,7.4,4.5
360,2011-07-27,23.2,12.4,7.5
361,2011-07-28,25.6,12.6,8.2
362,2011-07-29,26.3,7.4,3.0
363,2011-07-30,22.6,6.2,2.1
364,2011-07-31,21.8,4.2,2.2
365,2011-08-01,22.6,3.6,1.5
366,2011-08-02,22.9,4.5,2.8
367,2011-08-03,24.5,3.2,1.5
368,2011-08-04,25.9,6.4,3.3
369,2011-08-05,26.2,4.0,2.1
370,2011-08-06,25.9,4.1,2.1
371,2011-08-07,27.0,3.2,1.6
372,2011-08-08,25.2,9.4,4.1
373,2011-08-09,24.9,10.4,8.2
374,2011-08-10,26.3,12.0,7.6
375,2011-08-11,27.6,5.6,2.7
376,2011-08-12,26.6,4.4,1.8
377,2011-08-13,25.7,8.9,4.9
378,2011-08-14,25.2,9.3,6.8
379,2011-08-15,26.4,5.3,2.5
380,2011-08-16,27.0,11.6,4.0
381,2011-08-17,24.6,11.0,4.0
382,2011-08-18,21.6,7.8,5.1
383,2011-08-19,22.7,4.4,1.5
384,2011-08-20,21.5,4.3,1.5
385,2011-08-21,22.2,5.2,2.9
386,2011-08-22,22.1,4.6,2.6
387,2011-08-23,21.7,5.6,4.1
388,2011-08-24,20.6,8.9,6.4
389,2011-08-25,22.1,7.5,4.9
390,2011-08-26,22.2,6.0,4.1
391,2011-08-27,22.4,4.6,2.8
392,2011-08-28,23.1,3.4,2.2
393,2011-08-29,23.1,3.3,1.6
394,2011-08-30,22.8,3.6,1.8
395,2011-08-31,23.2,3.5,1.8
396,2011-09-01,24.3,5.8,3.1
397,2011-09-02,22.7,12.7,8.2
398,2011-09-03,21.0,16.1,12.5
399,2011-09-04,20.5,15.0,10.6
400,2011-09-05,19.5,14.8,7.0
401,2011-09-06,21.0,7.8,4.1
402,2011-09-07,22.3,6.1,2.7
403,2011-09-08,21.9,7.1,4.4
404,2011-09-09,21.6,10.3,3.5
405,2011-09-10,17.9,10.2,4.9
406,2011-09-11,20.3,8.2,3.7
407,2011-09-12,21.8,7.0,1.8
408,2011-09-13,21.7,4.5,1.4
409,2011-09-14,23.6,4.7,3.3
410,2011-09-15,24.0,4.7,3.5
411,2011-09-16,25.2,5.6,2.7
412,2011-09-17,21.7,9.4,5.6
413,2011-09-18,17.9,13.3,9.5
414,2011-09-19,15.9,12.7,8.3
415,2011-09-20,15.5,11.3,8.0
416,2011-09-21,16.9,11.8,9.4
417,2011-09-22,17.0,7.8,3.8
418,2011-09-23,17.0,6.7,3.2
419,2011-09-24,17.2,2.8,0.5
420,2011-09-25,18.9,3.4,1.3
421,2011-09-26,18.7,2.1,0.3
422,2011-09-27,18.5,5.0,2.5
423,2011-09-28,19.2,3.5,1.7
424,2011-09-29,17.6,5.1,2.4
425,2011-09-30,16.1,10.6,4.9
426,2011-10-01,15.1,7.1,2.3
427,2011-10-02,14.0,8.4,3.0
428,2011-10-03,13.7,4.6,1.5
429,2011-10-04,15.9,4.3,2.2
430,2011-10-05,16.8,5.3,2.4
431,2011-10-06,17.1,9.2,3.9
432,2011-10-07,16.0,4.7,1.5
433,2011-10-08,16.9,2.8,1.1
434,2011-10-09,18.0,8.0,5.1
435,2011-10-10,19.0,7.5,1.8
436,2011-10-11,16.9,4.9,1.9
437,2011-10-12,17.3,4.7,2.2
438,2011-10-13,19.2,5.1,2.5
439,2011-10-14,17.7,5.7,1.8
440,2011-10-15,16.7,12.5,4.3
441,2011-10-16,15.6,11.9,8.7
442,2011-10-17,13.6,10.5,3.1
443,2011-10-18,12.1,5.2,2.1
444,2011-10-19,14.4,4.5,2.3
445,2011-10-20,15.1,5.3,3.3
446,2011-10-21,15.0,11.8,4.5
447,2011-10-22,14.4,15.4,11.3
448,2011-10-23,15.5,8.4,3.5
449,2011-10-24,15.9,7.9,3.6
450,2011-10-25,8.7,10.5,4.4
451,2011-10-26,10.8,4.1,2.0
452,2011-10-27,12.9,2.9,1.6
453,2011-10-28,15.0,2.3,1.2
454,2011-10-29,14.3,6.5,3.8
455,2011-10-30,13.7,9.3,6.4
456,2011-10-31,14.0,6.8,4.5
457,2011-11-01,15.9,3.0,1.5
458,2011-11-02,17.8,7.1,2.4
459,2011-11-03,17.0,5.8,2.7
460,2011-11-04,17.9,2.6,1.2
461,2011-11-05,17.3,9.9,4.3
462,2011-11-06,13.1,9.8,7.3
463,2011-11-07,12.7,8.7,5.3
464,2011-11-08,10.9,8.8,6.2
465,2011-11-09,10.2,8.0,5.8
466,2011-11-10,11.0,6.1,3.5
467,2011-11-11,12.7,3.0,1.4
468,2011-11-12,13.6,4.5,1.7
469,2011-11-13,13.4,6.5,2.4
470,2011-11-14,11.4,10.0,4.2
471,2011-11-15,8.3,8.7,3.3
472,2011-11-16,11.7,7.1,4.0
473,2011-11-17,11.6,6.0,2.8
474,2011-11-18,15.5,10.8,4.4
475,2011-11-19,14.9,8.1,4.8
476,2011-11-20,5.7,10.5,3.9
477,2011-11-21,4.6,4.5,1.7
478,2011-11-22,7.6,4.1,1.5
479,2011-11-23,8.5,9.4,6.2
480,2011-11-24,3.1,7.4,3.0
481,2011-11-25,4.7,4.8,1.4
482,2011-11-26,9.7,9.1,5.0
483,2011-11-27,14.0,11.4,7.5
484,2011-11-28,16.0,7.3,4.2
485,2011-11-29,10.3,11.1,7.2
486,2011-11-30,3.2,14.0,10.9
487,2011-12-01,1.5,12.7,7.7
488,2011-12-02,5.0,9.3,6.7
489,2011-12-03,6.5,14.3,8.2
490,2011-12-04,6.8,4.8,1.4
491,2011-12-05,5.7,5.6,2.3
492,2011-12-06,6.8,9.6,3.6
493,2011-12-07,7.2,7.8,4.3
494,2011-12-08,2.3,14.5,7.2
495,2011-12-09,-0.2,12.6,6.2
496,2011-12-10,1.1,5.8,2.1
497,2011-12-11,4.0,5.2,2.2
498,2011-12-12,6.2,6.9,2.1
499,2011-12-13,5.7,6.4,2.1
500,2011-12-14,8.2,7.1,3.5
501,2011-12-15,2.3,7.2,3.4
502,2011-12-16,-2.8,7.1,2.4
503,2011-12-17,0.6,5.8,2.5
504,2011-12-18,2.0,4.2,1.2
505,2011-12-19,2.0,5.1,2.3
506,2011-12-20,2.6,4.0,1.4
507,2011-12-21,4.0,7.5,2.9
508,2011-12-22,-0.3,7.7,3.9
509,2011-12-23,-1.4,5.9,2.2
510,2011-12-24,-1.1,6.9,3.1
511,2011-12-25,-3.4,6.7,2.9
512,2011-12-26,-2.5,6.3,2.7
513,2011-12-27,0.1,4.7,1.2
514,2011-12-28,3.5,5.2,2.1
515,2011-12-29,0.6,10.5,5.6
516,2011-12-30,0.5,8.1,5.1
517,2011-12-31,3.5,4.8,1.9
518,2012-01-01,1.9,15.8,4.3
519,2012-01-02,-1.3,16.2,6.6
520,2012-01-03,0.2,9.0,3.7
521,2012-01-04,-1.6,10.9,4.5
522,2012-01-05,0.0,4.5,1.5
523,2012-01-06,-0.4,8.4,3.8
524,2012-01-07,-0.2,8.5,4.7
525,2012-01-08,2.6,6.4,2.0
526,2012-01-09,1.9,5.2,1.5
527,2012-01-10,2.5,7.8,2.6
528,2012-01-11,-2.6,11.8,5.6
529,2012-01-12,0.0,6.5,3.0
530,2012-01-13,0.9,7.1,2.3
531,2012-01-14,0.7,5.3,2.0
532,2012-01-15,1.0,6.3,3.7
533,2012-01-16,1.8,6.6,3.5
534,2012-01-17,3.3,4.3,1.1
535,2012-01-18,4.3,6.7,3.0
536,2012-01-19,5.1,12.8,7.0
537,2012-01-20,4.1,9.8,6.6
538,2012-01-21,3.4,8.1,4.3
539,2012-01-22,1.3,10.0,4.6
540,2012-01-23,-3.4,11.3,5.6
541,2012-01-24,-4.4,6.5,2.2
542,2012-01-25,-4.7,6.0,2.2
543,2012-01-26,-1.5,6.0,3.1
544,2012-01-27,1.3,7.0,2.4
545,2012-01-28,-0.1,8.7,3.0
546,2012-01-29,-2.2,8.5,4.6
547,2012-01-30,-2.8,8.1,2.7
548,2012-01-31,-0.5,12.4,3.9
549,2012-02-01,-5.0,6.3,3.1
550,2012-02-02,-7.2,9.6,3.8
551,2012-02-03,-3.4,6.1,2.4
552,2012-02-04,-0.8,8.0,3.5
553,2012-02-05,2.3,5.1,2.2
554,2012-02-06,4.2,5.0,1.9
555,2012-02-07,-1.0,13.8,5.5
556,2012-02-08,-5.7,5.3,1.4
557,2012-02-09,-2.7,6.4,1.5
558,2012-02-10,-0.8,5.3,0.7
559,2012-02-11,-0.7,,
560,2012-02-12,0.4,,
561,2012-02-13,4.0,,
562,2012-02-14,4.8,6.0,2.4
563,2012-02-15,-0.1,10.2,5.0
564,2012-02-16,-0.9,14.1,5.5
565,2012-02-17,-3.8,8.7,5.0
566,2012-02-18,-3.9,6.9,2.5
567,2012-02-19,-2.2,7.2,2.6
568,2012-02-20,1.5,5.8,3.2
569,2012-02-21,2.5,5.9,2.6
570,2012-02-22,4.6,2.9,1.5
571,2012-02-23,3.7,14.2,5.3
572,2012-02-24,1.2,8.4,4.6
573,2012-02-25,0.2,10.8,4.6
574,2012-02-26,-2.3,8.3,6.4
575,2012-02-27,-2.4,7.5,4.5
576,2012-02-28,1.4,2.3,1.2
577,2012-02-29,4.8,3.5,1.6
578,2012-03-01,5.9,4.7,2.5
579,2012-03-02,4.1,7.3,4.9
580,2012-03-03,2.0,9.9,6.0
581,2012-03-04,3.1,7.7,4.7
582,2012-03-05,3.4,10.6,7.8
583,2012-03-06,4.3,9.4,5.0
584,2012-03-07,4.8,5.5,2.4
585,2012-03-08,3.8,6.2,2.6
586,2012-03-09,2.7,9.4,7.4
587,2012-03-10,2.4,8.4,4.0
588,2012-03-11,0.6,10.4,4.8
589,2012-03-12,-2.4,9.4,4.4
590,2012-03-13,0.8,8.3,3.4
591,2012-03-14,5.6,8.3,5.0
592,2012-03-15,3.1,6.6,3.1
593,2012-03-16,6.5,6.2,3.1
594,2012-03-17,7.3,9.5,3.7
595,2012-03-18,2.4,11.6,6.9
596,2012-03-19,1.9,7.2,3.9
597,2012-03-20,3.1,8.4,3.5
598,2012-03-21,5.7,11.2,4.3
599,2012-03-22,8.7,12.5,4.6
600,2012-03-23,4.3,13.4,6.2
601,2012-03-24,2.6,7.3,4.1
602,2012-03-25,1.5,9.4,3.8
603,2012-03-26,2.9,8.4,4.2
604,2012-03-27,9.1,9.5,6.2
605,2012-03-28,7.9,12.0,5.6
606,2012-03-29,9.9,12.9,8.5
607,2012-03-30,11.1,12.8,8.9
608,2012-03-31,4.5,8.7,3.9
609,2012-04-01,2.9,9.8,3.5
610,2012-04-02,7.8,7.9,3.3
611,2012-04-03,5.3,14.5,6.0
612,2012-04-04,7.3,12.4,5.4
613,2012-04-05,7.3,9.6,4.2
614,2012-04-06,2.6,10.9,4.7
615,2012-04-07,2.5,5.8,2.9
616,2012-04-08,11.5,13.9,8.9
617,2012-04-09,14.2,10.9,4.8
618,2012-04-10,14.0,10.9,4.5
619,2012-04-11,9.0,12.5,6.6
620,2012-04-12,10.0,9.8,4.9
621,2012-04-13,10.2,9.8,3.4
622,2012-04-14,10.7,5.5,2.8
623,2012-04-15,12.6,6.9,5.4
624,2012-04-16,12.4,10.7,5.9
625,2012-04-17,9.7,7.2,3.9
626,2012-04-18,9.9,3.3,2.2
627,2012-04-19,10.2,6.2,3.7
628,2012-04-20,9.8,7.7,5.0
629,2012-04-21,10.2,7.8,5.0
630,2012-04-22,12.0,11.4,6.3
631,2012-04-23,14.7,10.7,6.3
632,2012-04-24,19.1,7.1,2.6
633,2012-04-25,15.0,6.5,3.4
634,2012-04-26,13.6,10.0,4.7
635,2012-04-27,13.6,6.9,3.3
636,2012-04-28,16.9,10.4,6.3
637,2012-04-29,16.5,5.3,2.4
638,2012-04-30,17.5,6.4,3.4
639,2012-05-01,17.8,5.2,2.2
640,2012-05-02,13.7,8.5,5.8
641,2012-05-03,11.8,15.5,7.4
642,2012-05-04,13.2,11.0,5.9
643,2012-05-05,16.6,9.9,4.1
644,2012-05-06,15.0,11.2,4.3
645,2012-05-07,17.5,6.7,3.0
646,2012-05-08,15.2,8.5,3.1
647,2012-05-09,13.7,5.0,2.2
648,2012-05-10,10.2,7.4,5.5
649,2012-05-11,9.3,7.6,5.3
650,2012-05-12,10.3,5.4,2.5
651,2012-05-13,13.9,6.7,4.4
652,2012-05-14,14.2,7.3,3.5
653,2012-05-15,15.1,7.4,2.9
654,2012-05-16,17.1,7.0,3.9
655,2012-05-17,13.1,11.0,4.3
656,2012-05-18,16.6,8.2,3.1
657,2012-05-19,17.4,8.1,5.1
658,2012-05-20,17.0,6.1,3.3
659,2012-05-21,17.7,6.2,3.8
660,2012-05-22,17.7,5.7,3.7
661,2012-05-23,17.7,5.9,3.7
